Codebook vartype=0 if continuous; 1 if categorical and 2 if ordinal,,,,,,,yellow=vars that have no relationship with re-education (weights etc.)
,storage,display,value,,,,red=vars to do with current studying 
acaj1012,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Oct 2000,1,,
acaj1013,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Nov 2000,1,,
acaj1014,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Nov 2000,1,,
acaj1015,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Nov 2000,1,,
acaj1016,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Dec 2000,1,,
acaj1017,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Dec 2000,1,,
acaj1018,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Dec 2000,1,,
acaj1019,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Jan 2001,1,,
acaj1020,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Jan 2001,1,,
acaj1021,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Jan 2001,1,,
acaj1022,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Feb 2001,1,,
acaj1023,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Feb 2001,1,,
acaj1024,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Feb 2001,1,,
acaj1025,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Mar 2001,1,,
acaj1026,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Mar 2001,1,,
acaj1027,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Mar 2001,1,,
acaj1028,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Apr 2001,1,,
acaj1029,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Apr 2001,1,,
acaj1030,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Apr 2001,1,,
acaj1031,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early May 2001,1,,
acaj1032,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid May 2001,1,,
acaj1033,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late May 2001,1,,
acaj1034,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Jun 2001,1,,
acaj1035,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Jun 2001,1,,
acaj1036,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Jun 2001,1,,
acaj1037,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Jul 2001,1,,
acaj1038,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Jul 2001,1,,
acaj1039,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Jul 2001,1,,
acaj1040,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Aug 2001,1,,
acaj1041,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Aug 2001,1,,
acaj1042,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Aug 2001,1,,
acaj1043,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Sep 2001,1,,
acaj1044,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Sep 2001,1,,
acaj1045,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Sep 2001,1,,
acaj1046,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Oct 2001,1,,
acaj1047,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Oct 2001,1,,
acaj1048,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Oct 2001,1,,
acaj1049,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Early Nov 2001,1,,
acaj1050,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Mid Nov 2001,1,,
acaj1051,byte,%30.0g,ANOYES,FG1 Calendar - Job 10 - Late Nov 2001,1,,
acaj11fp,byte,%30.0g,ANUM,FG1 13- FT/PT,0,,
acaj1101,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Jul 2000,1,,
acaj1102,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Jul 2000,1,,
acaj1103,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Jul 2000,1,,
acaj1104,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Aug 2000,1,,
acaj1105,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Aug 2000,1,,
acaj1106,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Aug 2000,1,,
acaj1107,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Sep 2000,1,,
acaj1108,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Sep 2000,1,,
acaj1109,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Sep 2000,1,,
acaj1110,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Oct 2000,1,,
acaj1111,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Oct 2000,1,,
acaj1112,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Oct 2000,1,,
acaj1113,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Nov 2000,1,,
acaj1114,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Nov 2000,1,,
acaj1115,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Nov 2000,1,,
acaj1116,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Dec 2000,1,,
acaj1117,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Dec 2000,1,,
acaj1118,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Dec 2000,1,,
acaj1119,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Jan 2001,1,,
acaj1120,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Jan 2001,1,,
acaj1121,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Jan 2001,1,,
acaj1122,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Feb 2001,1,,
acaj1123,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Feb 2001,1,,
acaj1124,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Feb 2001,1,,
acaj1125,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Mar 2001,1,,
acaj1126,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Mar 2001,1,,
acaj1127,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Mar 2001,1,,
acaj1128,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Apr 2001,1,,
acaj1129,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Apr 2001,1,,
acaj1130,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Apr 2001,1,,
acaj1131,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early May 2001,1,,
acaj1132,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid May 2001,1,,
acaj1133,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late May 2001,1,,
acaj1134,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Jun 2001,1,,
acaj1135,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Jun 2001,1,,
acaj1136,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Jun 2001,1,,
acaj1137,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Jul 2001,1,,
acaj1138,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Jul 2001,1,,
acaj1139,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Jul 2001,1,,
acaj1140,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Aug 2001,1,,
acaj1141,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Aug 2001,1,,
acaj1142,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Aug 2001,1,,
acaj1143,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Sep 2001,1,,
acaj1144,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Sep 2001,1,,
acaj1145,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Sep 2001,1,,
acaj1146,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Oct 2001,1,,
acaj1147,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Oct 2001,1,,
acaj1148,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Oct 2001,1,,
acaj1149,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Early Nov 2001,1,,
acaj1150,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Mid Nov 2001,1,,
acaj1151,byte,%30.0g,ANOYES,FG1 Calendar - Job 11 - Late Nov 2001,1,,
acaj12fp,byte,%30.0g,ANUM,FG1 14- FT/PT,0,,
acaj1201,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Jul 2000,1,,
acaj1202,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Jul 2000,1,,
acaj1203,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Jul 2000,1,,
acaj1204,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Aug 2000,1,,
acaj1205,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Aug 2000,1,,
acaj1206,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Aug 2000,1,,
acaj1207,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Sep 2000,1,,
acaj1208,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Sep 2000,1,,
acaj1209,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Sep 2000,1,,
acaj1210,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Oct 2000,1,,
acaj1211,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Oct 2000,1,,
acaj1212,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Oct 2000,1,,
acaj1213,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Nov 2000,1,,
acaj1214,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Nov 2000,1,,
acaj1215,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Nov 2000,1,,
acaj1216,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Dec 2000,1,,
acaj1217,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Dec 2000,1,,
acaj1218,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Dec 2000,1,,
acaj1219,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Jan 2001,1,,
acaj1220,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Jan 2001,1,,
acaj1221,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Jan 2001,1,,
acaj1222,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Feb 2001,1,,
acaj1223,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Feb 2001,1,,
acaj1224,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Feb 2001,1,,
acaj1225,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Mar 2001,1,,
acaj1226,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Mar 2001,1,,
acaj1227,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Mar 2001,1,,
acaj1228,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Apr 2001,1,,
acaj1229,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Apr 2001,1,,
acaj1230,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Apr 2001,1,,
acaj1231,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early May 2001,1,,
acaj1232,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid May 2001,1,,
acaj1233,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late May 2001,1,,
acaj1234,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Jun 2001,1,,
acaj1235,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Jun 2001,1,,
acaj1236,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Jun 2001,1,,
acaj1237,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Jul 2001,1,,
acaj1238,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Jul 2001,1,,
acaj1239,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Jul 2001,1,,
acaj1240,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Aug 2001,1,,
acaj1241,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Aug 2001,1,,
acaj1242,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Aug 2001,1,,
acaj1243,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Sep 2001,1,,
acaj1244,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Sep 2001,1,,
acaj1245,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Sep 2001,1,,
acaj1246,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Oct 2001,1,,
acaj1247,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Oct 2001,1,,
acaj1248,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Oct 2001,1,,
acaj1249,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Early Nov 2001,1,,
acaj1250,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Mid Nov 2001,1,,
acaj1251,byte,%30.0g,ANOYES,FG1 Calendar - Job 12 - Late Nov 2001,1,,
acaune01,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Jul 2000,1,,
acaune02,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Jul 2000,1,,
acaune03,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Jul 2000,1,,
acaune04,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Aug 2000,1,,
acaune05,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Aug 2000,1,,
acaune06,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Aug 2000,1,,
acaune07,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Sep 2000,1,,
acaune08,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Sep 2000,1,,
acaune09,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Sep 2000,1,,
acaune10,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Oct 2000,1,,
acaune11,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Oct 2000,1,,
acaune12,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Oct 2000,1,,
acaune13,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Nov 2000,1,,
acaune14,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Nov 2000,1,,
acaune15,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Nov 2000,1,,
acaune16,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Dec 2000,1,,
acaune17,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Dec 2000,1,,
acaune18,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Dec 2000,1,,
acaune19,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Jan 2001,1,,
acaune20,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Jan 2001,1,,
acaune21,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Jan 2001,1,,
acaune22,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Feb 2001,1,,
acaune23,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Feb 2001,1,,
acaune24,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Feb 2001,1,,
acaune25,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Mar 2001,1,,
acaune26,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Mar 2001,1,,
acaune27,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Mar 2001,1,,
acaune28,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Apr 2001,1,,
acaune29,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Apr 2001,1,,
acaune30,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Apr 2001,1,,
acaune31,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early May 2001,1,,
acaune32,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid May 2001,1,,
acaune33,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late May 2001,1,,
acaune34,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Jun 2001,1,,
acaune35,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Jun 2001,1,,
acaune36,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Jun 2001,1,,
acaune37,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Jul 2001,1,,
acaune38,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Jul 2001,1,,
acaune39,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Jul 2001,1,,
acaune40,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Aug 2001,1,,
acaune41,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Aug 2001,1,,
acaune42,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Aug 2001,1,,
acaune43,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Sep 2001,1,,
acaune44,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Sep 2001,1,,
acaune45,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Sep 2001,1,,
acaune46,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Oct 2001,1,,
acaune47,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Oct 2001,1,,
acaune48,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Oct 2001,1,,
acaune49,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Early Nov 2001,1,,
acaune50,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Mid Nov 2001,1,,
acaune51,byte,%30.0g,ANOYES,FG1 Calendar - Not employed but looking for work - Late Nov 2001,1,,
acanlf01,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Jul 2000,1,,
acanlf02,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Jul 2000,1,,
acanlf03,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Jul 2000,1,,
acanlf04,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Aug 2000,1,,
acanlf05,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Aug 2000,1,,
acanlf06,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Aug 2000,1,,
acanlf07,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Sep 2000,1,,
acanlf08,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Sep 2000,1,,
acanlf09,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Sep 2000,1,,
acanlf10,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Oct 2000,1,,
acanlf11,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Oct 2000,1,,
acanlf12,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Oct 2000,1,,
acanlf13,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Nov 2000,1,,
acanlf14,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Nov 2000,1,,
acanlf15,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Nov 2000,1,,
acanlf16,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Dec 2000,1,,
acanlf17,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Dec 2000,1,,
acanlf18,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Dec 2000,1,,
acanlf19,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Jan 2001,1,,
acanlf20,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Jan 2001,1,,
acanlf21,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Jan 2001,1,,
acanlf22,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Feb 2001,1,,
acanlf23,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Feb 2001,1,,
acanlf24,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Feb 2001,1,,
acanlf25,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Mar 2001,1,,
acanlf26,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Mar 2001,1,,
acanlf27,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Mar 2001,1,,
acanlf28,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Apr 2001,1,,
acanlf29,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Apr 2001,1,,
acanlf30,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Apr 2001,1,,
acanlf31,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early May 2001,1,,
acanlf32,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid May 2001,1,,
acanlf33,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late May 2001,1,,
acanlf34,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Jun 2001,1,,
acanlf35,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Jun 2001,1,,
acanlf36,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Jun 2001,1,,
acanlf37,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Jul 2001,1,,
acanlf38,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Jul 2001,1,,
acanlf39,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Jul 2001,1,,
acanlf40,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Aug 2001,1,,
acanlf41,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Aug 2001,1,,
acanlf42,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Aug 2001,1,,
acanlf43,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Sep 2001,1,,
acanlf44,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Sep 2001,1,,
acanlf45,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Sep 2001,1,,
acanlf46,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Oct 2001,1,,
acanlf47,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Oct 2001,1,,
acanlf48,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Oct 2001,1,,
acanlf49,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Early Nov 2001,1,,
acanlf50,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Mid Nov 2001,1,,
acanlf51,byte,%30.0g,ANOYES,FG1 Calendar - Not employed and not looking for work - Late Nov 2001,1,,
amouany,byte,%30.0g,ANUM,FG2 Check whether unemployed at any time on calendar,0,,
amoreqps,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Part-time study,1,,
amoreqpw,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Part time paid work,1,,
amoreqvu,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Voluntary unpaid wor,1,,
amoreqwd,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Work for the dole,1,,
amoreqjs,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Job Search Training,1,,
amoreqln,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Approved literacy/nu,1,,
amoreqgc,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Green Corps,1,,
amoreqje,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Job Placement Employ,1,,
amoreqia,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Intensive Assistance,1,,
amoreqcd,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Community Developmen,1,,
amoreqrl,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Relocating to an are,1,,
amoreqaa,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - New Apprenticeship A,1,,
amoreqae,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Advance English for,1,,
amoreqjp,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Job Pathway Program,1,,
amoreqdf,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Defence Force Reserv,1,,
amoreqna,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - Not Answered,1,,
amoreqno,byte,%30.0g,ANOYES,FG3 Ever been required by Centrelink/JN Provider to do... - None of the above,1,,
amocreq,byte,%54.0g,AMOCREQ,FG4 Currently still undertaking any of these activities,1,,
amolha,byte,%30.0g,AMOLHA,FG5 Last did any activity to improve employment prospects - calendar date given,1,,
amolmth,byte,%30.0g,AMONTH,FG5m Month last did activity to improve employment prospects,1,,
amolyr,int,%30.0g,ANUM,FG5y Year last did any activity to improve employment prospects,0,,
amol3rd,byte,%30.0g,AMOL3RD,FG5c Time of month last did activity to improve employment prospects,1,,
awschave,byte,%53.0g,AWSCHAVE,G1 Currently receive income from wages/salary,1,,
awscnjb,byte,%30.0g,ANUM,G2 No of jobs from which you currently receive wages/salary,0,,
awscmga,long,%30.0g,ANUM,G3 Total gross amount of most recent pay before deductions,0,,
